flex_1,flex_2,flex_3,flex_4,flex_5,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
2.83,2.02,2.21,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.81,1.9900000000000002,2.22,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,2.04,2.17,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.81,2.03,2.21,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.77,2.02,2.23,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.84,1.96,2.24,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.79,2.06,2.17,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.77,2.05,2.19,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.81,1.96,2.24,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,2.05,2.2,0.15,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.78,2.04,2.21,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.96,2.01,2.23,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,2.02,2.24,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,2.04,2.16,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.82,2.0,2.12,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
